23.7414609,37.984285,0
23.7411406,37.9841275,0
23.7410881,37.9840844,0
23.740826,37.9838444,0
23.7406658,37.9832858,0
23.7409603,37.9831022,0
23.7412948,37.9828613,0
23.7410438,37.9825894,0
23.7409183,37.9824277,0
23.7407157,37.9821128,0
23.7406558,37.9820249,0
23.740545,37.9818342,0
23.7404867,37.9816546,0
23.7404816,37.9815956,0
23.7404662,37.9814351,0
23.7404826,37.981284,0
23.740524,37.9811722,0
23.7405853,37.9810548,0
23.7397104,37.9805989,0
23.7393,37.9803899,0
23.7392291,37.9803513,0
23.7389089,37.9801923,0
23.7389089,37.9801923,0
23.7384404,37.9799563,0
23.7383764,37.9799221,0
23.7375354,37.979473,0
23.7373749,37.9793873,0
23.7370191,37.9791953,0
23.7368224,37.9790923,0
23.7364846,37.9789119,0
23.7363999,37.9788685,0
23.7359527,37.9786391,0
23.7349878,37.9781443,0
23.7350478,37.9780749,0
23.7349251,37.9780096,0
23.7348511,37.9779702,0
23.7348094,37.977948,0
23.7354812,37.9771829,0
23.7348319,37.9768597,0
23.7348068,37.9768472,0
23.734435,37.9766622,0
23.7344602,37.9766098,0
23.7344673,37.9765445,0
23.7344157,37.9763324,0
23.7343947,37.9762898,0
23.734351,37.9761805,0
23.7342585,37.9761266,0
23.7342048,37.976078,0
23.7341564,37.9760117,0
23.7341089,37.975934,0
23.7340438,37.9757955,0
23.7340236,37.9757564,0
23.733998,37.9756885,0
